id,script,inflection,comment,type,suppress
10089,will only be able to alight from the front eight carriages,e,,,
10090,will only be able to alight from the front nine carriages,e,,,
10091,will only be able to alight from the front ten carriages,e,,,
10092,please ensure you travel in the front two carriages for,s,,,
10093,please ensure you travel in the front three carriages for,s,,,
10094,please ensure you travel in the front four carriages for,s,,,
10095,please ensure you travel in the front five carriages for,s,,,
10096,please ensure you travel in the front six carriages for,s,,,
10097,please ensure you travel in the front seven carriages for,s,,,
10098,please ensure you travel in the front eight carriages for,s,,,
10099,please ensure you travel in the front nine carriages for,s,,,
10100,please ensure you travel in the front ten carriages for,s,,,
10101,the train at platform,s,,,
10102,is about to depart,e,,,
10103,if youre not intending to travel,s,,,
10104,please do not board this train,e,,,
10105,please stand clear of the train,e,,,
10106,please close all doors and stand clear of the train,e,,,
10107,the train now standing at platform,s,,,
10108,is the stopping service from,m,,,
10109,and forms the,m,,,
10110,is the service from,m,,,
10111,for a faster service to,s,,,
10112,please cross to platform,m,,,
10113,please cross via the footbridge to platform,m,,,
10114,please cross via the subway to platform,m,,,
10115,we regret that,m,,,
10116,will not be served by the special bus service,e,,,
10117,change at,m,,,
10118,and stations to,m,,,
10119,for stations to,m,,,
10120,eastbourne and hastings,e,,,
10121,rail air coach link to,m,,,
10122,rail link bus service to,m,,,
10123,customers are advised that there will be a faster train for,s,,,
10124,swindon and bristol temple meads,m,,,
10125,arriving shortly,e,,,
10126,please remain on this platform to join this train,e,,,
10127,please go to platform,s,,,
10128,to join this train,e,,,
10129,first accommodation will be located in the blue zone,e,,,
10130,first accommodation will be located in the gold zone,e,,,
10131,first accommodation will be located in the purple zone,e,,,
10132,first accommodation will be located in the orange zone,e,,,
10133,first accommodation will be located in the front of the train,e,,,
10134,first accommodation will be located in the rear of the train,e,,,
10135,first accommodation will be located in the middle of the train,e,,,
10136,first premier accommodation will be located in the blue zone,e,,,
10137,first premier accommodation will be located in the gold zone,e,,,
10138,first premier accommodation will be located in the purple zone,e,,,
10139,first premier accommodation will be located in the orange zone,e,,,
10140,first premier accommodation will be located in the front of the train,e,,,
10141,first premier accommodation will be located in the rear of the train,e,,,
10142,first premier accommodation will be located in the middle of the train,e,,,
10143,attention please,w,,,
10144,please stand back from the edge of the platform,s,,,
10145,until your train comes to a complete halt,e,,,
10146,please stand back from the edge of the platform,s,,,
10147,until your train comes to a complete stop,e,,,
10148,please stand behind the yellow line until your train,s,,,
10149,comes to a complete halt,e,,,
10150,please stand behind the yellow line until your train,s,,,
10151,comes to a complete stop,e,,,
10152,a fast train is passing through the platform,w,,,
10153,a freight train is passing through the platform,w,,,
10154,a non passenger train is passing through the platform,w,,,
10155,a fast train will be passing through the platform,w,,,
10156,a freight train will be passing through the platform,w,,,
10157,a non passenger train will be passing through the platform,w,,,
10158,passengers for ashurst will only be able,s,,,
10159,to alight from the rear two carriages,e,,,
10160,please ensure you travel in the rear two carriages for ashurst,w,,,
10161,only customers holding special tickets,s,,,
10162,for this train may board this service,e,,,
10163,only passengers holding special tickets,s,,,
10164,for this train may board this service,e,,,
10165,birmingham new street is a no smoking station,w,,,
10166,please extinguish all smoking materials,w,,,
10167,may travel in any part of the train,e,,,
10168,the front coach of the train terminates here,w,,,
10169,the middle,s,,,
10170,coaches of the train terminate here,e,,,
10171,the rear coach of the train terminates here,w,,,
10172,the front two coaches of the train terminate here,w,,,
10173,the front three coaches of the train terminate here,w,,,
10174,the front four coaches of the train terminate here,w,,,
10175,the front five coaches of the train terminate here,w,,,
10176,the front six coaches of the train terminate here,w,,,
10177,the front seven coaches of the train terminate here,w,,,
10178,the front eight coaches of the train terminate here,w,,,
10179,the rear two coaches of the train terminate here,w,,,
10180,the next train terminates here,w,,,
10181,this train divides here,w,,,
10182,the train now approaching is the,s,,,
10183,the train now approaching terminates here,w,,,
10184,the train now standing at this station is the,s,,,
10185,the train now standing at this station terminates here,w,,,
10186,the train now standing at this station,s,,,
10187,stops here to set down passengers only,e,,,
10188,the next service from this platform will be the,s,,,
10189,passengers holding network saver return tickets,s,,,
10190,are reminded that,m,,,
10191,passengers holding network away break return tickets,s,,,
10192,are reminded that,m,,,
10193,please proceed to the station forecourt,m,,,
10194,through the exit on platform,m,,,
10195,for a special bus service to the ferry terminal,e,,,
10224,will be accepted via london,e,,,
10226,south central,m,,toc,
10227,south central service to,m,,toc,
10228,south central service from,m,,toc,
10229,scotrail railways,m,,toc,
10230,anglia railways train services,m,,toc,
10231,chiltern railway company,m,,toc,
10232,great eastern railway,m,,toc,
10233,lts rail,m,,toc,
10234,c2c rail,m,,toc,
10235,north london railways,m,,toc,
10236,west coast railway company,m,,toc,
10237,wales and borders,m,,toc,
10238,wessex,m,,toc,
10239,arriva trains northern,m,,toc,
10240,arriva trains merseyside,m,,toc,
10241,south central trains,m,,toc,
10242,attention please,w,,,
10243,between 10am and 11am this morning,s,,,
10244,the station fire alarm will be tested,e,,,
10245,no action will be required,w,,,
10246,your cooperation is appreciated,w,,,
10247,please wait whilst we forward you to an operator,w,,,
10248,please wait whilst we connect you to an operator,w,,,
10249,west anglia great northern railway,m,,toc,
10258,eurostar,m,,toc,
10263,island line,m,,toc,
10270,merseyside electrics,m,,toc,
10273,midland mainline,m,,toc,
10278,heathrow express,m,,toc,
10293,valley lines,m,,toc,
10296,great north eastern railway,m,,toc,
10300,if you require additional information please press the information butt,s,,,
10301,on a second time and be connected to an operator,e,,,
10302,this train will divide at,s,,,
10303,sfx - static,,,,
10304,london underground,m,,toc,
10305,london underground service to,m,,toc,
10306,london underground service from,m,,toc,
10307,please note that the front,s,,,
10308,please note that the middle,s,,,
10309,please note that the rear,s,,,
10316,first great western link,m,,toc,
10317,first great western link service from,m,,toc,
10318,first great western link service to,m,,toc,
10326,south central,e,,toc,
10329,scotrail railways,e,,toc,
10330,anglia railways train services,e,,toc,
10331,chiltern railway company,e,,toc,
10332,great eastern railway,e,,toc,
10333,lts rail,e,,toc,
10334,c2c rail,e,,toc,
10335,north london railways,e,,toc,
10336,west coast railway company,e,,toc,
10337,wales and borders,e,,toc,
10338,wessex,e,,toc,
10339,arriva trains northern,e,,toc,
10340,arriva trains merseyside,e,,toc,
10341,south central trains,e,,toc,
10400,relief,m,,toc,
10401,relief service from,m,,toc,
10402,relief service to,m,,toc,
10403,special,m,,toc,
10404,special service from,m,,toc,
10405,special service to,m,,toc,
10406,steam hauled special,m,,toc,
10407,steam hauled special service from,m,,toc,
10408,steam hauled special service to,m,,toc,
10409,vsoe pullman,m,,toc,
10410,vsoe pullman service from,m,,toc,
10411,vsoe pullman service to,m,,toc,
10412,midland mainline turbostar,m,,toc,
10413,midland mainline turbostar service to,m,,toc,
10414,midland mainline turbostar service from,m,,toc,
10415,charter,m,,toc,
10416,charter service from,m,,toc,
10417,charter service to,m,,toc,
10418,football special,m,,toc,
10419,football special service from,m,,toc,
10420,football special service to,m,,toc,
10421,mystery excursion,m,,toc,
10422,mystery excursion service from,m,,toc,
10423,mystery excursion service to,m,,toc,
10424,race special,m,,toc,
10425,race special service from,m,,toc,
10426,race special service to,m,,toc,
10427,ramblers special,m,,toc,
10428,ramblers special service from,m,,toc,
10429,ramblers special service to,m,,toc,
10430,the next train at platform,s,,,
10431,1,"s,m",,platform,
10445,go via,m,,toc,
10446,govia,m,,toc,
10447,c2c service to,m,,toc,
10448,c2c service from,m,,toc,
10449,stops here to set down passengers only,e,,,
10450,the next train to arrive at this platform,s,,,
10451,in the interests of safety please stand clear,s,,,
10452,from the train now at platform 1,m,,,
10453,in the interests of safety please stand clear,s,,,
10454,from the train now at platform 2,m,,,
10455,in the interests of safety please stand clear,s,,,
10456,from the train now at platform 3,m,,,
10457,in the interests of safety please stand clear,s,,,
10458,from the train now at platform 4,m,,,
10459,in the interests of safety please stand clear,s,,,
10460,from the train now at platform 5,m,,,
10461,in the interests of safety please stand clear,s,,,
10462,from the train now at platform 6,m,,,
10463,in the interests of safety please stand clear,s,,,
10464,from the train now at platform 7,m,,,
10465,in the interests of safety please stand clear,s,,,
10466,from the train now at platform 8,m,,,
10467,in the interests of safety please stand clear,s,,,
10468,from the train now at platform 9,m,,,
10469,in the interests of safety please stand clear,s,,,
10470,from the train now at platform 10,m,,,
10471,in the interests of safety please stand clear,s,,,
10472,from the train now at platform 11,m,,,
10473,in the interests of safety please stand clear,s,,,
10474,from the train now at platform 12,m,,,
10475,in the interests of safety please stand clear,s,,,
10476,from the train now at platform 13,m,,,
10477,in the interests of safety please stand clear,s,,,
10478,from the train now at platform 14,m,,,
10479,in the interests of safety please stand clear,s,,,
10480,from the train now at platform 15,m,,,
10481,in the interests of safety please stand clear,s,,,
10482,from the train now at platform 16,m,,,
10483,in the interests of safety please stand clear,s,,,
10484,from the train now at platform 17,m,,,
10485,in the interests of safety please stand clear,s,,,
10486,from the train now at platform 18,m,,,
10487,in the interests of safety please stand clear,s,,,
10488,from the train now at platform 19,m,,,
10489,in the interests of safety please stand clear,s,,,
10490,from the train now at platform 20,m,,,
10491,in the interests of safety please stand clear of,s,,,
10492,the train at this platform,m,,,
10493,the train now approaching terminates here,w,,,
10495,please note additional coaches,s,,,
10496,will be attached to this train at this station,e,,,
10497,in the interests of safety please stand clear,s,,,
10498,from the train now at platform,m,,,
10499,will stop here to set down passengers only,e,,,
10500,the next train will terminate here,e,,,
10501,while the attachment takes place,e,,,
10502,please do not board this train,s,,,
10503,while the attachment is taking place,e,,,
10504,customers may request to stop at,s,,,
10506,the next train is the,s,,,
10509,the next train,s,,,
10510,the train now approaching is the,s,,,
10511,the train now approaching terminates here,s,,,
10512,the train now approaching stops here to set down,s,,,
10513,passengers only,e,,,
10514,the train now standing at this station is the,s,,,
10515,the train now standing at this station terminates here,w,,,
10516,the train now standing at this station,s,,,
10517,the next train will divide at,s,,,
10518,stand away from the train at this station,s,,,
10519,stand well away from the edge of the platform,w,,,
10520,the next service from this platform will be the,s,,,
10521,the next service to arrive at this platform will terminate here,w,,,
10522,the next service to arrive at this platform will stop,s,,,
10523,to set down passengers only,e,,,
10524,the next service from platform,s,,,
10525,will be the,m,,,
10526,stand away from the train at platform 1,w,,,
10527,stand away from the train at platform 2,w,,,
10528,stand away from the train at platform 3,w,,,
10529,stand away from the train at platform 4,w,,,
10530,stand away from the train at platform 5,w,,,
10531,stand away from the train at platform 6,w,,,
10532,stand away from the train at platform 7,w,,,
10533,stand away from the train at platform 8,w,,,
10534,stand away from the train at platform 9,w,,,
10535,stand away from the train at platform 10,w,,,
10536,stand away from the train at platform 11,w,,,
10537,stand away from the train at platform 12,w,,,
10538,stand away from the train at platform 13,w,,,
10539,stand away from the train at platform 14,w,,,
10540,stand away from the train at platform 15,w,,,
10541,stand away from the train at platform 16,w,,,
10542,stand away from the train at platform 17,w,,,
10543,stand away from the train at platform 18,w,,,
10544,stand away from the train at platform 19,w,,,
10545,stand away from the train at platform 20,w,,,
10546,by contacting the conductor on board the train,e,,,
10547,please stand clear,w,,,
10548,this train is stopping to set down passengers only,w,,,
10549,in the interests of safety please stand clear of,s,,,
10550,the train now at platform 1,m,,,
10551,in the interests of safety please stand clear of,s,,,
10552,the train now at platform 2,m,,,
10553,in the interests of safety please stand clear of,s,,,
10554,the train now at platform 3,m,,,
10555,in the interests of safety please stand clear of,s,,,
10556,the train now at platform 4,m,,,
10557,in the interests of safety please stand clear of,s,,,
10558,the train now at platform 5,m,,,
10559,in the interests of safety please stand clear of,s,,,
10560,the train now at platform 6,m,,,
10561,in the interests of safety please stand clear of,s,,,
10562,the train now at platform 7,m,,,
10563,in the interests of safety please stand clear of,s,,,
10564,the train now at platform 8,m,,,
10565,in the interests of safety please stand clear of,s,,,
10566,the train now at platform 9,m,,,
10567,in the interests of safety please stand clear of,s,,,
10568,the train now at platform 10,m,,,
10569,in the interests of safety please stand clear of,s,,,
10570,the train now at platform 11,m,,,
10571,in the interests of safety please stand clear of,s,,,
10572,the train now at platform 12,m,,,
10573,in the interests of safety please stand clear of,s,,,
10574,the train now at platform 13,m,,,
10575,in the interests of safety please stand clear of,s,,,
10576,the train now at platform 14,m,,,
10577,in the interests of safety please stand clear of,s,,,
10578,the train now at platform 15,m,,,
10579,in the interests of safety please stand clear of,s,,,
10580,the train now at platform 16,m,,,
10581,in the interests of safety please stand clear of,s,,,
10582,the train now at platform 17,m,,,
10583,in the interests of safety please stand clear of,s,,,
10584,the train now at platform 18,m,,,
10585,in the interests of safety please stand clear of,s,,,
10586,the train now at platform 19,m,,,
10587,in the interests of safety please stand clear of,s,,,
10588,the train now at platform 20,m,,,
10589,in the interests of safety please stand clear,s,,,
10590,from the train now at this platform,e,,,
10591,stops here to set down passengers only,e,,,
10599,may travel in any part of the train,e,,,
10600,the front coaches of the train terminate here,e,,,
10601,the front coach of the train terminates here,e,,,
10602,the front 2 coaches of the train terminate here,e,,,
10603,the front 3 coaches of the train terminate here,e,,,
10604,the front 4 coaches of the train terminate here,e,,,
10605,the front 5 coaches of the train terminate here,e,,,
10606,the front 6 coaches of the train terminate here,e,,,
10607,the front 7 coaches of the train terminate here,e,,,
10608,the front 8 coaches of the train terminate here,e,,,
10609,the front 9 coaches of the train terminate here,e,,,
10610,the front 10 coaches of the train terminate here,e,,,
10611,the front 11 coaches of the train terminate here,e,,,
10612,the front 12 coaches of the train terminate here,e,,,
10620,the middle coaches of the train terminate here,e,,,
10621,the middle coach of the train terminates here,e,,,
10622,the middle 2 coaches of the train terminate here,e,,,
10623,the middle 3 coaches of the train terminate here,e,,,
10624,the middle 4 coaches of the train terminate here,e,,,
10625,the middle 5 coaches of the train terminate here,e,,,
10626,the middle 6 coaches of the train terminate here,e,,,
10627,the middle 7 coaches of the train terminate here,e,,,
10628,the middle 8 coaches of the train terminate here,e,,,
10629,the middle 9 coaches of the train terminate here,e,,,
10630,the middle 10 coaches of the train terminate here,e,,,
10631,the middle 11 coaches of the train terminate here,e,,,
10632,the middle 12 coaches of the train terminate here,e,,,
10640,the rear coaches of the train terminate here,e,,,
10641,the rear coach of the train terminates here,e,,,
10642,the rear 2 coaches of the train terminate here,e,,,
10643,the rear 3 coaches of the train terminate here,e,,,
10644,the rear 4 coaches of the train terminate here,e,,,
